Entidad Crediticia;Mes de Registro;Tipo de Tarjeta;Membres¡a Anual Tarjeta principal;Membres¡a Anual Tarjeta Adicional;Cargo por Perdida o Robada (B/.);Cargo por Deterioro (B/.);Tasa de inter‚s                                                                                                                                                                                                                                                                                                   Nominal Anual (%);L¡mite de Cr‚dito Inferior (B/.);L¡mite de Cr‚dito Superior;Costo de Seguro Contra Fraude (B/.) ;Desgravamen;Fecha de Corte;Fecha de Pago;Pago                                                                                                                                                                                                                                                                                                                                            M¡nimo Mensual (B/.);Pagos                                                                                                                                                                                                                                                                                Atrasados (B/.);Sobregiro (B/.);Adelanto de Dinero en Efectivo (B/.)
BCT BANK INTERNATIONAL, S.A.;45597;MASTERCARD BUSINESS;100;50;25;25;0.18;2000;200000;"6.75  Cobertura hasta $20,000       7.20 Cobertura hasta $35,000          7.65  Cobertura hasta $50,000         9.25 Cobertura hasta $200,000.00                
";n/a;D¡a: 25;D¡a: 10;3%  - M¡nimo $30.00;100% sobre pagos vencidos, m ximo $100.00;50;7% del monto - M¡nimo $10.00
CAJA DE AHORROS;45597;Visa Cl sica;B/.70.00      m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;20.95;B/.500.00;B/.4,999.99;"B/.3.50 
m s ITMBS";B/.2.00 x B/.1,000 o fracci¢n de mil adeudado en su cuenta;21 de cada mes;21 de cada mes;2.8% del saldo adeudado o B/.20.00;99.9% del pago m¡nimo requerido m ximo                                                                                                                                                                                                                             B/.40.00         m s  ITBMS;B/.50.00    m s  ITBMS;5% min. B/.5.00   m s  ITBMS
CAJA DE AHORROS;45597;Visa Cl sica Deportes;B/.70.00      m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;20.95;B/.500.00;4999.99;"B/.3.50 
m s ITMBS";;;;;;;
CAJA DE AHORROS;45597;Visa Cl sica Mi Equipo;B/.70.00      m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;20.95;B/.500.00;4999.99;"B/.3.50 
m s ITMBS";;;;;;;
CAJA DE AHORROS;45597;Visa Dorada ;B/.85.00      m s  ITBMS;B/.35.00    m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;17.95;B/.5,000.00;50000;"B/.4.50 
m s ITMBS";B/.2.00 x B/.1,000 o fracci¢n de mil adeudado en su cuenta;;;;;;
CAJA DE AHORROS;45597;Visa Dorada Deportes;B/.85.00      m s  ITBMS;B/.35.00    m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;17.95;B/.5,000.00;50000;"B/.4.50 
m s ITMBS";;;;;;;
CAJA DE AHORROS;45597;Visa Dorada Mi Equipo;B/.85.00      m s  ITBMS;B/.35.00    m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;17.95;B/.5,000.00;50000;"B/.4.50 
m s ITMBS";;;;;;;
CAJA DE AHORROS;45597;MasterCard Cl sica;B/.70.00      m s  ITBMS;B/.20.00 m s  ITBMS;B/.20.00      m s  ITBMS;B/.20.00     m s  ITBMS;20.95;B/.500.00;B/.4,999.99;"B/.3.50 
m s ITMBS";B/.2.00 x B/.1,000 o fracci¢n de mil adeudado en su cuenta;27 de cada mes;27 de cada mes;;;;
CAJA DE AHORROS;45597;MasterCard Dorada;B/.85.00      m s  ITBMS;B/.35.00    m s  ITBMS;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;17.95;B/.5,000.00;50000;"B/.4.50 
m s ITMBS";;;;;;;
CAJA DE AHORROS;45597;Mastercard Black*;"B/.150.00
 m s ITBMS";Gratis;B/.20.00     m s  ITBMS;B/.20.00     m s  ITBMS;14.95;B/.5,000.00;50000;"B/.5.50 
m s ITMBS";;;;;;;
MERCANTIL BANCO, S.A.;45597;VISA CLASICA;$60.00;20;N/A;$20.00;0.24;500;2999;$5.00;$2.00 por millar de saldo;D¡a 11 de cada mes;20 d¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;MC STANDARD;$60.00;20;N/A;$20.00;0.24;500;2999;$5.00;$2.00 por millar de saldo;D¡a 11 de cada mes;20 d¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;MC GOLD;$80.00;20;N/A;$20.00;0.21;3000;4999;$5.00;$2.00 por millar de saldo;D¡a 07 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;MC PLATINUM;$100.00;20;N/A;$20.00;0.2;5000;9999;$5.00;$2.00 por millar de saldo;D¡a 12 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;VISA SIGNATURE;150;20;N/A;$20.00;0.18;10000;49999;$5.00;$2.00 por millar de saldo;D¡a 07 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;MC BUSINESS;$100.00;50;N/A;$20.00;0.19;1000;50000;$5.00;N/A;D¡a 15 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;N/A
MERCANTIL BANCO, S.A.;45597;MC BUSINESS INTERNACIONAL ;$100.00;50;N/A;$20.00;0.22;1000;50000;$5.00;N/A;D¡a 15 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;N/A
MERCANTIL BANCO, S.A.;45597;VISA CORPORATE;$150;50;N/A;$20.00;0.18;50000;En adelante;$5.00;N/A;D¡a 15 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;N/A
MERCANTIL BANCO, S.A.;45597;MC BLACK;$200.00;20;N/A;N/A;0.14;10000;En adelante;$5.00;$2.00 por millar de saldo;D¡a 07 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;MC BLACK INTERNACIONAL ;$200.00;20;N/A;N/A;0.22;10000;En adelante;$5.00;$2.00 por millar de saldo;D¡a 07 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;VISA INFINITE;$250.00;20;N/A;N/A;0.14;100000;En adelante;$5.00;$2.00 por millar de saldo;D¡a 07 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;N/A;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;GOLD MERCANTIL;75;20;30;30;0.15;500;50000;$5.00;$2.00 por millar de saldo;D¡a 24 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;40;10% del Monto - M¡nimo $10.00
MERCANTIL BANCO, S.A.;45597;GOLD MERCANTIL INTERNACIONAL ;75;20;30;30;0.22;500;50000;$5.00;$2.00 por millar de saldo;D¡a 24 de cada mes;25 D¡as;2% del saldo financiable, m¡nimo $20.00.;M ximo $50.00 del pago m¡nimo atrasado;40;10% del Monto - M¡nimo $10.00
CREDICORP BANK, S.A.;45597;VISA CLµSICA LIGHT;$59.00;$20.00;$20.00;sin costo;0.1999;$500.00;$1,999.99;$3.75;"$2.25/millar
de saldo";"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA CLµSICA REWARDS;$75.00;$25.00;$20.00;sin costo;"24.50%
26% Sin exp. en tarjetas";$500.00;$1,999.99;$3.75;"$2.25/millar
de saldo";"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA ORO LIGHT;$75.00;$30.00;$20.00;sin costo;0.1899;$2000.00;$4,999.99;$4.25;"$2.25/millar
de saldo";"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA ORO REWARDS;$90.00;$40.00;$20.00;sin costo;0.2349;$2000.00;$4,999.99;$4.25;"$2.25/millar
de saldo";"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA PLATINUM LIGHT;$90.00;$55.00;35;sin costo;0.1799;$5000.00;$100,000.00;$4.75;"$2.25/millar
de saldo";"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA PLATINUM REWARDS;$150.00;$55.00;35;sin costo;0.2099;$5000.00;$100,000.00;$4.75;"$2.25/millar
de saldo";"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA INFINITE REWARDS ;225;sin costo;35;sin costo;0.13;$15,000.00;$100,000.00;$8.00;"$2.25/millar
de saldo";"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $100.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA EMPRESARIAL;$59.00;$59.00;$20.00;sin costo;0.185;$1000.00;$100,000.00;$4.00;No Aplica;"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA EMPRESARIAL REWARDS;$94.00;$94.00;$20.00;sin costo;0.185;$1000.00;$100,000.00;$4.00;No Aplica;"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;VISA EMPRESARIAL REWARDS UNLIMITED;$175.00;$175.00;$20.00;sin costo;0.185;$1000.00;$100,000.00;$4.00;No Aplica;"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC STANDARD SUPER LIGHT;Sin Costo;Sin Costo;$20.00;sin costo;0.2299;$500.00;$1,999.99;$3.75;"$2.25/millar
de saldo";"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC STANDARD CASHBACK;$75.00;$25.00;$20.00;sin costo;0.225;$500.00;$1,999.99;$3.75;"$2.25/millar
de saldo";"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC ORO SUPER LIGHT;Sin Costo;Sin Costo;$20.00;sin costo;0.21;$2000.00;$4,999.99;$4.25;"$2.25/millar
de saldo";"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC PLATINUM SUPER LIGHT;Sin Costo;Sin Costo;35;sin costo;0.2;$5000.00;$15,000.00;$4.75;"$2.25/millar
de saldo";"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC PLATINUM REWARDS;$150.00;$55.00;35;sin costo;0.2099;$5000.00;$100,000.00;$4.75;"$2.25/millar
de saldo";"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC PLATINUM CASHBACK;$150.00;$55.00;35;sin costo;0.195;$5000.00;$100,000.00;$4.75;"$2.25/millar
de saldo";"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC BLACK REWARDS;$225.00;$100.00;35;sin costo;0.145;10000;$100,000.00;$4.75;"$2.25/millar
de saldo";"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $100.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC BLACK SEGMENTO PREMIUM ;$180.00;sin costo;35;sin costo;0.145;10000;$100,000.00;$8.00;"$2.25/millar
de saldo";"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $100.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC CORPORATE ;$59.00;$59.00;$20.00;sin costo;0.185;$1000.00;$100,000.00;$4.00;No Aplica;"21 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC CORPORATE TAX BACK ;$94.00;$94.00;$20.00;sin costo;0.185;$5,000.00;$100,000.00;$4.00;No Aplica;"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC PYME REWARDS;$75.00;$75.00;$20.00;sin costo;0.185;$500.00;$20,000.00;$4.00;No Aplica;"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC CORPORATE REWARDS UNLIMITED ;$175.00;$175.00;$20.00;sin costo;0.185;$1000.00;$100,000.00;$4.00;No Aplica;"20 de cada
mes";"15 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
CREDICORP BANK, S.A.;45597;MC CORPORATE REWARDS ;$94.00;$94.00;$20.00;sin costo;0.185;$10,000.00;$100,000.00;$4.00;No Aplica;"21 de cada
mes";"16 de cada
mes";"2.5% del saldo/
Min $10.00";100% de monto atrasado m ximo $50.00;$50.00;"5,8% del monto/
m¡nimo $8.00"
DAVIVIENDA (PANAMµ), S.A.;45597;MasterCard Cl sica;60;20;0;0;0.23;500;999;4;0.225% del saldo;5;4;0.02;10% saldo o USD B/. 75.00;50;7% de transacci¢n o USD B/. 10.00
DAVIVIENDA (PANAMµ), S.A.;45597;MasterCard Cl sica FarmaValue;B/. 5.00 mensual;20;0;0;0.23;200;2499;4;0.225% del saldo;5;4;0.02;10% saldo o USD B/. 75.00;50;7% de transacci¢n o USD B/. 10.00
DAVIVIENDA (PANAMµ), S.A.;45597;MasterCard Gold;80;25;0;0;0.205;1000;3499;4;0.225% del saldo;5;4;0.02;10% saldo o USD B/. 75.00;50;7% de transacci¢n o USD B/. 10.00
DAVIVIENDA (PANAMµ), S.A.;45597;MasterCard Platinum;100;25;0;0;0.18;3500;9999;5.5;0.225% del saldo;5;4;0.02;10% saldo o USD B/. 75.00;50;7% de transacci¢n o USD B/. 10.00
DAVIVIENDA (PANAMµ), S.A.;45597;MasterCard Platinum FarmaValue;B/. 7.00 mensual;25;0;0;0.18;2500;15000;5.5;0.225% del saldo;5;4;0.02;10% saldo o USD B/. 75.00;50;7% de transacci¢n o USD B/. 10.00
DAVIVIENDA (PANAMµ), S.A.;45597;MasterCard Black;150;25;0;0;0.155;10000;75000;6.5;0.225% del saldo;5;4;0.02;10% saldo o USD B/. 75.00;50;7% de transacci¢n o USD B/. 10.00
DAVIVIENDA (PANAMµ), S.A.;45597;MasterCard Corporativa Black;150;0;0;0;0.15;10000;100000;6.5;0.225% del saldo;5;4;0.02;10% saldo o USD B/. 75.00;50;7% de transacci¢n o USD B/. 10.00
DAVIVIENDA (PANAMµ), S.A.;45597;MasterCard Corporativa;120;40;0;0;0.17;1000;50000;6.5;0.225% del saldo;5;4;0.02;10% saldo o USD B/. 75.00;50;7% de transacci¢n o USD B/. 10.00
Empresa Financiera FINANCIA CREDIT, S.A. ;45597;Club o Cl sica o Adelantos;150.00 + ITBMS;120;50;50;0.48;10;15000;24;100;Seg£n ciclo de la cuenta;Seg£n ciclo de la cuenta;10;20.00 ¢ 50% sobre la tasa de interes nominal, cualquiera que sea mayor;2% ¢ 30.00, lo que sea mayor;13.00 ¢ 5%, lo que sea mayor
Empresa Financiera FINANCIA CREDIT, S.A. ;45597;Club Oro u Oro;150.00 + ITBMS;120;75;50;0.6;100;50000;24;100;Seg£n ciclo de la cuenta;Seg£n ciclo de la cuenta;10;20.00 ¢ 50% sobre la tasa de interes nominal, cualquiera que sea mayor;2% ¢ 30.00, lo que sea mayor;13.00 ¢ 5%, lo que sea mayor
Empresa Financiera FINANCIA CREDIT, S.A. ;45597;Club Platino o Platino;150.00 + ITBMS;120;50;50;0.48;100;150000;24;100;Seg£n ciclo de la cuenta;Seg£n ciclo de la cuenta;10;20.00 ¢ 50% sobre la tasa de interes nominal, cualquiera que sea mayor;2% ¢ 30.00, lo que sea mayor;13.00 ¢ 5%, lo que sea mayor
Empresa Financiera FINANCIA CREDIT, S.A. ;45597;Flota;150.00 + ITBMS;120;50;50;0.48;100;500000;24;100;Seg£n ciclo de la cuenta;Seg£n ciclo de la cuenta;10;20.00 ¢ 50% sobre la tasa de interes nominal, cualquiera que sea mayor;2% ¢ 30.00, lo que sea mayor;13.00 ¢ 5%, lo que sea mayor
Empresa Financiera FINANCIA CREDIT, S.A. ;45597;Axess;150.00 + ITBMS;120;50;50;0.48;100;10 MM;24;100;Seg£n ciclo de la cuenta;Seg£n ciclo de la cuenta;10;20.00 ¢ 50% sobre la tasa de interes nominal, cualquiera que sea mayor;2% ¢ 30.00, lo que sea mayor;13.00 ¢ 5%, lo que sea mayor
Empresa Financiera FINANCIA CREDIT, S.A. ;45597;Ctrl Card;150.00 + ITBMS;120;75;50;0.48;10;5 MM;24;100;Seg£n ciclo de la cuenta;Seg£n ciclo de la cuenta;10;20.00 ¢ 50% sobre la tasa de interes nominal, cualquiera que sea mayor;2% ¢ 30.00, lo que sea mayor;13.00 ¢ 5%, lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Secured Cl sica*;0;0;15;0;0.09;500;100000;$3.50;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Secured Gold*;0;0;15;0;0.09;2000;100000;$3.85;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Tasa Baja Cl sica**;40;20;15;0;0.1899;500;100000;$3.50;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Tasa Baja Gold**;75;25;15;0;0.1899;2000;100000;$3.85;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Link Cl sica;50;0;15;0;0.2299;500;100000;$3.50;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Link Gold;85;0;15;0;0.2299;2000;100000;$3.85;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Link Platinum;125;0;15;0;0.2099;3000;100000;$4.50;$2.30 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $25.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $60.00;$50.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Cash Back Cl sica;50;20;15;0;0.2299;500;100000;$3.50;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Cash Back Gold;85;25;15;0;0.2299;2000;100000;$3.85;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Corporativa;150;25;25;0;0.185;800;100000;$4.50;$1.99 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;5% o $50.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $30.00;$25.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;VISA Liberty Cl sica;0;0;15;0;0.2399;500;100000;$3.50;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;VISA Liberty Platinum;0;0;15;0;0.2399;3000;100000;$4.50;$2.30 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $25.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $60.00;$50.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;VISA Globalcash Cl sica;50;0;15;0;0.2299;500;100000;$3.50;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;VISA Globalcash Platinum;120;0;15;0;0.1899;3000;100000;$4.50;$2.30 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $25.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $60.00;$50.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa GlobalGo;"71.88
($5.99 mensual)";0;15;0;0.2599;500;100000;$3.50;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa Infinite;199;75;15;0;0.0799;10000;150000;5.5;$2.30 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $25.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $60.00;$50.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa énica Clasica ;30;0;15;0;0.2199;500;100000;$3.50;$2.50 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $10.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $50.00;$40.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa énica Platinum;60;0;15;0;0.1999;3000;100000;$4.50;$2.30 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $25.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $60.00;$50.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Mastercard Black;170;60;15;0;0.1499;10000;150000;5.5;$2.30 por cada mil de saldo;El d¡a 25 de cada mes;El d¡a 20 del siguiente mes;2.5% o $25.00 lo que sea mayor;100% del pago atrasado, hasta un m ximo de $60.00;$50.00;6% o $7.50 lo que sea mayor
GLOBAL BANK CORPORATION;45597;Visa D‚bito Cl sica;20;N/A;20;0;0;0;0;1.99;0;N/A;N/A;N/A;N/A;N/A;N/A
GLOBAL BANK CORPORATION;45597;Visa D‚bito Platinum;30;N/A;30;0;0;0;0;1.99;0;N/A;N/A;N/A;N/A;N/A;N/A
METROBANK, S. A.;45597;Visa Corporate;125;125;30;gratis;0.19;1000;450000;"$3.50 (hasta 5,000)          
$ 4.00 (hasta 10,000)             
$ 6.00 (hasta 25,000)     
$8.88 (hasta 50,000) 
$20.00 (Hasta 90,000)  ";No aplica;20 de cada mes;Los 15 de cada mes. En el caso de que la fecha de pago (15 de cada mes) sea d¡a feriado o fin de semana, el tarjetahabiente le corresponder  pagar el d¡a h bil anterior a la fecha establecida.;4% del saldo adeudado en facturaci¢n m s intereses corrientes y  mora , m¡nimo $50.00;50;50;$5.00 - Retiros menor de $100.00.  6% del monto - Retiros mayor $100.00
METROBANK, S. A.;45597;Mastercard Business;125;125;30;gratis;0.19;1000;250000;"$3.50 (hasta 5,000)         
 $ 4.00 (hasta 10,000)             
$ 6.00 (hasta 25,000)    
$8.88 (hasta 50,000) 
$20.00 (Hasta 90,000)    ";No aplica;20 de cada mes;Los 15 de cada mes. En el caso de que la fecha de pago (15 de cada mes) sea d¡a feriado o fin de semana, el tarjetahabiente le corresponder  pagar el d¡a h bil anterior a la fecha establecida.;4% del saldo adeudado en facturaci¢n m s intereses corrientes y  mora , m¡nimo $50.00;50;50;$5.00 - Retiros menor de $100.00.  6% del monto - Retiros mayor $100.00
